filename,wrd_length,nwords,mattr,pp1,pp2,pp3,pp3_it,pp_all,pp_indefinite,pp_demonstrative,nn_all,nominalization,nn_animate,nn_cognitive,nn_concrete,nn_technical,nn_quantity,nn_place,nn_group,nn_abstract,prep_phrase,verb,modal_possibility,modal_necessity,modal_predictive,activity_verb,communication_verb,mental_verb,causation_verb,occurrence_verb,existence_verb,aspectual_verb,all_phrasal_verbs,intransitive_activity_phrasal_verb,intransitive_occurence_phrasal_verb,copular_phrasal_verb,intransitive_aspectual_phrasal_verb,transitive_activity_phrasal_verb,transitive_mental_phrasal_verb,transitive_communication_phrasal_verb,pv_do,split_aux,be_mv,past_tense,non_past_tense,perfect_aspect,jj_attributive,jj_predicative,size_attributive_adj,time_attributive_adj,color_attributive_adj,evaluative_attributive_adj,relational_attributive_adj,topical__attributive_adj,attitudinal_adj,likelihood_adj,certainty_adj,ability_willingness_adj,personal_affect_adj,ease_difficulty_adj,evaluative_adj,attitudinal_adverb,factive_adverb,likelihood_adverb,nonfactive_adverb,discourse_particle,place_adverbials,time_adverbials,conjuncts_adverb,downtoners_adverb,hedges_adverb,amplifiers_adverb,emphatics,wh_question,wh_clause,wh_relative_clause,wh_relative_subj_clause,wh_relative_obj_clause,wh_relative_prep_clause,that_relative_clause,that_complement_clause,that_verb_clause,that_verb_clause_nonfactive,that_verb_clause_attitudinal,that_verb_clause_factive,that_verb_clause_likelihood,that_adjective_clause,that_adjective_clause_attitudinal,that_adjective_clause_likelihood,that_noun_clause,that_noun_clause_nonfactive,that_noun_clause_attitudinal,that_noun_clause_factive,that_noun_clause_likelihood,adverbial_subordinator_causitive,adverbial_subordinator_conditional,adverbial_subordinator_other,agentless_passive,by_passive,contraction,cc_phrase,cc_clause,to_clause,to_clause_noun,to_clause_verb,to_clause_verb_to_speech_act,to_clause_verb_cognition,to_clause_verb_desire,to_clause_verb_to_causative,to_clause_verb_probability,to_clause_adjective,to_clause_adjective_certainty,to_clause_adjective_ability_willingness,to_clause_adjective_personal_affect,to_clause_adjective_ease_difficulty,to_clause_adjective_evaluative,past_participial_clause,complementizer_that0,np,np_deps,relcl_dep,amod_dep,det_dep,prep_dep,poss_dep,cc_dep,all_clauses,finite_clause,finite_ind_clause,finite_dep_clause,finite_compl_clause,finite_relative_clause,nonfinite_clause,vp_deps,mean_nominal_deps,relcl_nominal,amod_nominal,det_nominal,prep_nominal,poss_nominal,cc_nominal,mean_verbal_deps,mlc,mltu,dc_c,ccomp_c,relcl_c,infinitive_prop,nonfinite_prop
EE58A33AD551.txt,4.331707317073171,410,18.014998986554957,707.3170731707316,170.7317073170732,121.95121951219512,48.78048780487805,1048.780487804878,195.1219512195122,48.78048780487805,2170.731707317073,97.5609756097561,146.34146341463415,0.0,0.0,0.0,73.17073170731707,0.0,73.17073170731707,585.3658536585366,829.2682926829269,1756.0975609756097,0.0,0.0,0.0,512.1951219512194,97.5609756097561,390.2439024390244,0.0,0.0,0.0,73.17073170731707,48.78048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.390243902439025,0.0,317.0731707317073,97.5609756097561,1390.2439024390246,0.0,195.1219512195122,146.34146341463415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.34146341463415,0.0,0.0,24.390243902439025,24.390243902439025,121.95121951219512,0.0,0.0,0.0,0.0,73.17073170731707,0.0,48.78048780487805,0.0,0.0,0.0,0.0,0.0,24.390243902439025,24.390243902439025,24.390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.34146341463415,170.7317073170732,0.0,0.0,0.0,0.0,268.2926829268293,48.78048780487805,390.2439024390244,146.34146341463415,195.1219512195122,0.0,0.0,48.78048780487805,0.0,0.0,24.390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,48.78048780487805,1829.2682926829268,1829.2682926829268,146.34146341463415,195.1219512195122,585.3658536585366,268.2926829268293,121.95121951219512,121.95121951219512,1756.0975609756097,975.609756097561,317.0731707317073,658.5365853658537,317.0731707317073,97.5609756097561,780.4878048780488,6048.780487804878,1.0,0.08,0.10666666666666667,0.32,0.14666666666666667,0.06666666666666667,0.06666666666666667,6.2,10.25,31.53846153846154,0.675,0.325,0.1,0.2222222222222222,0.4444444444444444
C0A5C05F8801.txt,4.127853881278539,438,16.859762181451117,958.904109589041,22.831050228310502,365.29680365296804,22.831050228310502,1369.86301369863,91.32420091324201,0.0,1894.9771689497716,114.15525114155251,251.1415525114155,91.32420091324201,0.0,0.0,91.32420091324201,114.15525114155251,45.662100456621005,593.607305936073,821.917808219178,2031.9634703196346,0.0,0.0,0.0,799.0867579908676,182.64840182648402,410.958904109589,0.0,22.831050228310502,22.831050228310502,159.8173515981735,91.32420091324201,0.0,0.0,0.0,0.0,0.0,22.831050228310502,0.0,0.0,45.662100456621005,228.31050228310502,205.4794520547945,1392.6940639269405,0.0,91.32420091324201,251.1415525114155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.15525114155251,0.0,0.0,0.0,0.0,45.662100456621005,22.831050228310502,0.0,22.831050228310502,22.831050228310502,68.4931506849315,0.0,22.831050228310502,114.15525114155251,114.15525114155251,0.0,0.0,22.831050228310502,296.8036529680365,182.64840182648402,45.662100456621005,45.662100456621005,68.4931506849315,22.831050228310502,22.831050228310502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.8173515981735,68.4931506849315,22.831050228310502,0.0,0.0,0.0,159.8173515981735,45.662100456621005,251.1415525114155,22.831050228310502,205.4794520547945,0.0,0.0,68.4931506849315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1643.835616438356,1415.525114155251,159.8173515981735,91.32420091324201,251.1415525114155,228.31050228310502,342.4657534246575,0.0,2009.132420091324,1164.3835616438355,479.4520547945205,684.931506849315,296.8036529680365,159.8173515981735,844.7488584474885,6347.03196347032,0.8611111111111112,0.09722222222222222,0.05555555555555555,0.1527777777777778,0.1388888888888889,0.20833333333333334,0.0,5.450980392156863,8.588235294117647,20.857142857142858,0.5882352941176471,0.2549019607843137,0.13725490196078433,0.125,0.42045454545454547
26D32FF6313F.txt,4.263975155279503,322,22.398926125634176,31.05590062111801,807.4534161490683,403.72670807453414,62.11180124223602,1304.3478260869565,62.11180124223602,0.0,1770.1863354037266,124.22360248447204,217.3913043478261,31.05590062111801,62.11180124223602,31.05590062111801,155.27950310559007,0.0,0.0,310.55900621118013,683.2298136645963,1987.5776397515526,0.0,0.0,0.0,403.72670807453414,310.55900621118013,434.7826086956522,31.05590062111801,0.0,31.05590062111801,31.05590062111801,31.05590062111801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.16770186335404,62.11180124223602,155.27950310559007,62.11180124223602,1583.8509316770185,0.0,155.27950310559007,93.16770186335404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.05590062111801,31.05590062111801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.16770186335404,93.16770186335404,0.0,31.05590062111801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.22360248447204,93.16770186335404,155.27950310559007,62.11180124223602,0.0,0.0,465.83850931677017,124.22360248447204,527.9503105590062,62.11180124223602,186.33540372670808,0.0,0.0,62.11180124223602,31.05590062111801,0.0,124.22360248447204,0.0,0.0,0.0,93.16770186335404,0.0,0.0,0.0,1739.1304347826087,1708.0745341614906,124.22360248447204,124.22360248447204,527.9503105590062,310.55900621118013,62.11180124223602,155.27950310559007,1987.5776397515526,931.6770186335403,403.72670807453414,527.9503105590062,93.16770186335404,93.16770186335404,1055.9006211180124,6739.130434782609,0.9821428571428571,0.07142857142857142,0.07142857142857142,0.30357142857142855,0.17857142857142858,0.03571428571428571,0.08928571428571429,7.233333333333333,10.733333333333333,24.76923076923077,0.5666666666666667,0.1,0.1,0.265625,0.53125
C7294E1E615D.txt,4.297435897435897,195,35.19494204425708,51.282051282051285,410.2564102564103,358.97435897435895,153.84615384615387,974.3589743589744,153.84615384615387,0.0,2000.0,102.56410256410257,410.2564102564103,512.8205128205128,102.56410256410257,0.0,102.56410256410257,0.0,0.0,307.69230769230774,615.3846153846155,1435.8974358974358,0.0,0.0,0.0,0.0,0.0,461.53846153846155,0.0,51.282051282051285,0.0,51.282051282051285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.282051282051285,0.0,358.97435897435895,0.0,1384.6153846153848,0.0,769.2307692307693,358.97435897435895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.282051282051285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.282051282051285,0.0,0.0,0.0,102.56410256410257,102.56410256410257,102.56410256410257,0.0,0.0,51.282051282051285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.56410256410257,153.84615384615387,0.0,0.0,0.0,0.0,512.8205128205128,0.0,102.56410256410257,0.0,51.282051282051285,0.0,0.0,0.0,0.0,0.0,51.282051282051285,0.0,0.0,0.0,0.0,51.282051282051285,0.0,0.0,1897.4358974358975,2974.358974358974,307.69230769230774,717.9487179487179,1076.923076923077,307.69230769230774,0.0,153.84615384615387,1435.8974358974358,923.0769230769231,256.4102564102564,666.6666666666666,205.12820512820514,307.69230769230774,512.8205128205128,4307.692307692308,1.5675675675675675,0.16216216216216217,0.3783783783783784,0.5675675675675675,0.16216216216216217,0.0,0.08108108108108109,4.666666666666667,10.833333333333334,39.0,0.7222222222222222,0.2222222222222222,0.3333333333333333,0.07142857142857142,0.35714285714285715
F581373D36A4.txt,4.553254437869822,338,18.896009500214973,59.171597633136095,0.0,177.5147928994083,0.0,236.68639053254438,0.0,0.0,3668.639053254438,680.4733727810651,591.7159763313609,88.75739644970415,0.0,29.585798816568047,59.171597633136095,384.61538461538464,147.92899408284023,650.887573964497,1272.189349112426,1094.6745562130177,0.0,0.0,0.0,118.34319526627219,118.34319526627219,236.68639053254438,0.0,29.585798816568047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.34319526627219,0.0,1065.0887573964496,0.0,710.0591715976332,29.585798816568047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.171597633136095,29.585798816568047,0.0,29.585798816568047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.34319526627219,0.0,0.0,0.0,0.0,0.0,384.61538461538464,88.75739644970415,118.34319526627219,59.171597633136095,59.171597633136095,0.0,59.171597633136095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.585798816568047,29.585798816568047,2928.994082840237,3816.568047337278,29.585798816568047,710.0591715976332,1065.0887573964496,946.7455621301775,0.0,177.5147928994083,1094.6745562130177,443.7869822485207,325.4437869822485,118.34319526627219,29.585798816568047,29.585798816568047,650.887573964497,3727.810650887574,1.303030303030303,0.010101010101010102,0.24242424242424243,0.36363636363636365,0.32323232323232326,0.0,0.06060606060606061,8.4,22.533333333333335,30.727272727272727,0.26666666666666666,0.06666666666666667,0.06666666666666667,0.10810810810810811,0.5945945945945946
CA0FB6DB7B80.txt,4.280193236714976,414,18.705578717490575,458.9371980676329,193.2367149758454,72.46376811594203,120.77294685990339,845.4106280193237,0.0,0.0,2657.0048309178746,289.8550724637681,338.1642512077294,0.0,169.0821256038647,0.0,120.77294685990339,0.0,434.7826086956522,555.5555555555555,869.5652173913044,1376.8115942028985,0.0,0.0,0.0,386.4734299516908,48.30917874396135,386.4734299516908,24.154589371980673,24.154589371980673,72.46376811594203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.154589371980673,144.92753623188406,24.154589371980673,1111.111111111111,0.0,579.7101449275362,96.6183574879227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.154589371980673,48.30917874396135,0.0,96.6183574879227,0.0,0.0,48.30917874396135,0.0,24.154589371980673,0.0,0.0,0.0,0.0,0.0,169.0821256038647,120.77294685990339,0.0,48.30917874396135,0.0,72.46376811594203,48.30917874396135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.154589371980673,24.154589371980673,72.46376811594203,0.0,0.0,0.0,265.7004830917874,48.30917874396135,338.1642512077294,241.54589371980677,72.46376811594203,0.0,0.0,24.154589371980673,48.30917874396135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2463.768115942029,3236.7149758454107,169.0821256038647,507.24637681159425,507.24637681159425,241.54589371980677,338.1642512077294,144.92753623188406,1376.8115942028985,748.792270531401,289.8550724637681,458.9371980676329,289.8550724637681,24.154589371980673,628.0193236714975,5048.309178743962,1.3137254901960784,0.06862745098039216,0.20588235294117646,0.20588235294117646,0.09803921568627451,0.13725490196078433,0.058823529411764705,6.741935483870968,13.35483870967742,34.5,0.6129032258064516,0.3870967741935484,0.03225806451612903,0.24561403508771928,0.45614035087719296
7333B4549006.txt,4.295194508009153,437,16.97492273938994,22.88329519450801,0.0,640.7322654462242,160.18306636155606,823.7986270022883,22.88329519450801,0.0,3180.7780320366132,320.3661327231121,526.3157894736842,0.0,137.29977116704805,0.0,778.0320366132723,183.06636155606407,228.83295194508008,732.2654462242563,961.0983981693363,1304.3478260869565,0.0,0.0,0.0,503.4324942791762,91.53318077803203,91.53318077803203,0.0,0.0,22.88329519450801,22.88329519450801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.88329519450801,22.88329519450801,45.76659038901602,45.76659038901602,1098.3981693363844,22.88329519450801,480.54919908466815,91.53318077803203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.88329519450801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.41647597254004,45.76659038901602,0.0,0.0,45.76659038901602,45.76659038901602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.76659038901602,91.53318077803203,0.0,0.0,0.0,320.3661327231121,68.64988558352402,183.06636155606407,114.41647597254004,22.88329519450801,0.0,0.0,0.0,22.88329519450801,0.0,45.76659038901602,0.0,0.0,0.0,0.0,22.88329519450801,0.0,0.0,3066.3615560640733,3684.210526315789,68.64988558352402,480.54919908466815,686.4988558352403,366.13272311212813,366.13272311212813,160.18306636155606,1304.3478260869565,732.2654462242563,457.66590389016017,274.5995423340961,68.64988558352402,45.76659038901602,572.0823798627002,4942.7917620137305,1.2014925373134329,0.022388059701492536,0.15671641791044777,0.22388059701492538,0.11940298507462686,0.11940298507462686,0.05223880597014925,6.75,13.65625,21.85,0.375,0.09375,0.0625,0.14035087719298245,0.43859649122807015
C95AC12FA0D0.txt,4.41409691629956,454,16.705280904987198,484.58149779735686,44.05286343612335,396.47577092511017,198.23788546255508,1123.3480176211453,22.026431718061676,22.026431718061676,2290.748898678414,572.6872246696036,396.47577092511017,198.23788546255508,22.026431718061676,0.0,132.15859030837004,66.07929515418502,88.1057268722467,726.8722466960352,792.9515418502203,1541.8502202643172,0.0,0.0,0.0,396.47577092511017,22.026431718061676,396.47577092511017,110.13215859030838,66.07929515418502,0.0,66.07929515418502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.026431718061676,0.0,352.4229074889868,308.3700440528634,1013.215859030837,0.0,396.47577092511017,176.2114537444934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.026431718061676,0.0,0.0,22.026431718061676,0.0,0.0,0.0,0.0,0.0,66.07929515418502,0.0,0.0,44.05286343612335,22.026431718061676,22.026431718061676,0.0,0.0,0.0,66.07929515418502,44.05286343612335,0.0,0.0,0.0,44.05286343612335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.026431718061676,66.07929515418502,132.15859030837004,0.0,22.026431718061676,0.0,242.29074889867843,88.1057268722467,330.3964757709251,220.26431718061676,88.1057268722467,0.0,0.0,88.1057268722467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2092.511013215859,2709.251101321586,88.1057268722467,374.44933920704847,1167.4008810572689,352.4229074889868,198.23788546255508,88.1057268722467,1541.8502202643172,903.0837004405286,374.44933920704847,528.6343612334801,242.29074889867843,44.05286343612335,638.7665198237885,5198.237885462556,1.2947368421052632,0.042105263157894736,0.17894736842105263,0.5578947368421052,0.16842105263157894,0.09473684210526316,0.042105263157894736,5.7560975609756095,11.073170731707316,26.705882352941178,0.5853658536585366,0.2682926829268293,0.04878048780487805,0.21428571428571427,0.4142857142857143
6D94417D4391.txt,4.0995670995671,231,28.918700347271777,129.8701298701299,0.0,519.4805194805195,0.0,649.3506493506493,0.0,173.16017316017317,1861.4718614718615,0.0,346.32034632034635,0.0,0.0,0.0,216.45021645021643,0.0,0.0,259.7402597402598,1125.5411255411257,1385.2813852813854,0.0,0.0,0.0,259.7402597402598,0.0,389.6103896103896,0.0,43.29004329004329,86.58008658008659,86.58008658008659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.16017316017317,86.58008658008659,1212.1212121212122,0.0,259.7402597402598,129.8701298701299,0.0,0.0,0.0,0.0,43.29004329004329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.29004329004329,0.0,0.0,0.0,86.58008658008659,129.8701298701299,43.29004329004329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.7402597402598,43.29004329004329,43.29004329004329,0.0,0.0,0.0,216.45021645021643,303.03030303030306,303.03030303030306,43.29004329004329,173.16017316017317,0.0,0.0,129.8701298701299,0.0,0.0,86.58008658008659,0.0,0.0,0.0,0.0,0.0,0.0,43.29004329004329,1818.1818181818182,1861.4718614718615,86.58008658008659,259.7402597402598,735.930735930736,259.7402597402598,259.7402597402598,86.58008658008659,1385.2813852813854,865.8008658008657,562.7705627705628,303.03030303030306,129.8701298701299,43.29004329004329,519.4805194805195,5714.285714285714,1.0238095238095237,0.047619047619047616,0.14285714285714285,0.40476190476190477,0.14285714285714285,0.14285714285714285,0.047619047619047616,6.6,11.55,17.76923076923077,0.35,0.15,0.05,0.21875,0.375
32B2D5592E1D.txt,4.4058295964125564,446,16.48913939749921,112.10762331838565,179.37219730941703,358.74439461883406,0.0,650.2242152466367,22.42152466367713,89.68609865470852,3004.484304932735,381.1659192825112,762.3318385650224,22.42152466367713,0.0,22.42152466367713,246.6367713004484,179.37219730941703,313.9013452914798,313.9013452914798,762.3318385650224,1614.3497757847533,0.0,0.0,0.0,515.695067264574,89.68609865470852,201.79372197309416,89.68609865470852,0.0,44.84304932735426,22.42152466367713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.6367713004484,44.84304932735426,1322.8699551569507,0.0,179.37219730941703,179.37219730941703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.84304932735426,0.0,0.0,0.0,0.0,44.84304932735426,67.2645739910314,0.0,0.0,0.0,22.42152466367713,0.0,22.42152466367713,0.0,0.0,0.0,0.0,67.2645739910314,22.42152466367713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.68609865470852,22.42152466367713,0.0,22.42152466367713,0.0,0.0,224.2152466367713,22.42152466367713,426.00896860986546,269.0582959641256,44.84304932735426,0.0,0.0,22.42152466367713,0.0,0.0,89.68609865470852,0.0,22.42152466367713,0.0,0.0,0.0,0.0,22.42152466367713,2937.2197309417043,3206.2780269058294,336.32286995515693,179.37219730941703,1188.340807174888,179.37219730941703,67.2645739910314,89.68609865470852,1614.3497757847533,896.8609865470852,313.9013452914798,582.9596412556054,224.2152466367713,201.79372197309416,717.4887892376681,4955.1569506726455,1.0916030534351144,0.11450381679389313,0.061068702290076333,0.40458015267175573,0.061068702290076333,0.022900763358778626,0.030534351145038167,5.525,11.15,31.857142857142858,0.65,0.25,0.225,0.2638888888888889,0.4444444444444444
